# A creature's own attacks, as weapons. Kept out of the
# Purchase list by VISIBLE:EXPORT and given to the
# creature by AUTO:EQUIP.

Tentacle	KEY:Creature ~ Aboleth ~ Tentacle	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.258
Searing Fork	KEY:Creature ~ Horned Devil ~ Searing Fork	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.299
Hurl Flame	KEY:Creature ~ Horned Devil ~ Hurl Flame	TYPE:Weapon.Natural.Ranged.Fire	DAMAGE:5d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.299
Bite	KEY:Creature ~ Hydra ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.300
Ice Spear	KEY:Creature ~ Ice Devil ~ Ice Spear	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|5	RANGE:30	FACT:ShortRange|30	FACT:LongRange|120	SOURCEPAGE:SRD 5.2.1, p.300
Tail	KEY:Creature ~ Ice Devil ~ Tail	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.300
Sting	KEY:Creature ~ Imp ~ Sting	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.300
Restless Touch	KEY:Creature ~ Incubus ~ Restless Touch	TYPE:Weapon.Natural.Melee.Psychic	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.301
Wind Swipe	KEY:Creature ~ Invisible Stalker ~ Wind Swipe	TYPE:Weapon.Natural.Melee.Force	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.301
Bladed Arm	KEY:Creature ~ Iron Golem ~ Bladed Arm	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|12	BONUS:WEAPON|DAMAGE|7	SOURCEPAGE:SRD 5.2.1, p.302
Fiery Bolt	KEY:Creature ~ Iron Golem ~ Fiery Bolt	TYPE:Weapon.Natural.Ranged.Fire	DAMAGE:8d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	SOURCEPAGE:SRD 5.2.1, p.302
Greatsword	KEY:Creature ~ Knight ~ Greatsword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.302
Heavy Crossbow	KEY:Creature ~ Knight ~ Heavy Crossbow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	RANGE:100	FACT:ShortRange|100	FACT:LongRange|400	SOURCEPAGE:SRD 5.2.1, p.302
Dagger	KEY:Creature ~ Kobold Warrior ~ Dagger	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.302
Tentacle	KEY:Creature ~ Kraken ~ Tentacle	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|17	BONUS:WEAPON|DAMAGE|10	SOURCEPAGE:SRD 5.2.1, p.303
Claw	KEY:Creature ~ Lamia ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.303
Vile Slime	KEY:Creature ~ Lemure ~ Vile Slime	TYPE:Weapon.Natural.Melee.Poison	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	SOURCEPAGE:SRD 5.2.1, p.304
Eldritch Burst	KEY:Creature ~ Lich ~ Eldritch Burst	TYPE:Weapon.Natural.Melee.Force	DAMAGE:4d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|12	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.304
Paralyzing Touch	KEY:Creature ~ Lich ~ Paralyzing Touch	TYPE:Weapon.Natural.Melee.Cold	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|12	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.304
Arcane Burst	KEY:Creature ~ Mage ~ Arcane Burst	TYPE:Weapon.Natural.Melee.Force	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.305
Arcane Burst	KEY:Creature ~ Archmage ~ Arcane Burst	TYPE:Weapon.Natural.Melee.Force	DAMAGE:4d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.305
Touch	KEY:Creature ~ Magmin ~ Touch	TYPE:Weapon.Natural.Melee.Fire	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.305
Rend	KEY:Creature ~ Manticore ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.306
Tail Spike	KEY:Creature ~ Manticore ~ Tail Spike	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:100	FACT:ShortRange|100	FACT:LongRange|200	SOURCEPAGE:SRD 5.2.1, p.306
Pact Blade	KEY:Creature ~ Marilith ~ Pact Blade	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.306
Claw	KEY:Creature ~ Medusa ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.306
Snake Hair	KEY:Creature ~ Medusa ~ Snake Hair	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.306
Poison Ray	KEY:Creature ~ Medusa ~ Poison Ray	TYPE:Weapon.Natural.Ranged.Poison	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.306
Claw	KEY:Creature ~ Dust Mephit ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.307
Claw	KEY:Creature ~ Ice Mephit ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.307
Claw	KEY:Creature ~ Magma Mephit ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.307
Claw	KEY:Creature ~ Steam Mephit ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	SOURCEPAGE:SRD 5.2.1, p.308
Ocean Spear	KEY:Creature ~ Merfolk Skirmisher ~ Ocean Spear	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.308
Bite	KEY:Creature ~ Merrow ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.308
Claw	KEY:Creature ~ Merrow ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.308
Harpoon	KEY:Creature ~ Merrow ~ Harpoon	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.308
Bite	KEY:Creature ~ Mimic ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.308
Pseudopod	KEY:Creature ~ Mimic ~ Pseudopod	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.308
Abyssal Glaive	KEY:Creature ~ Minotaur of Baphomet ~ Abyssal Glaive	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.309
Gore (Recharge 5–6)	KEY:Creature ~ Minotaur of Baphomet ~ Gore (Recharge 5–6)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.309
Rotting Fist	KEY:Creature ~ Mummy ~ Rotting Fist	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.309
Rotting Fist	KEY:Creature ~ Mummy Lord ~ Rotting Fist	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.309
Channel Negative Energy	KEY:Creature ~ Mummy Lord ~ Channel Negative Energy	TYPE:Weapon.Natural.Ranged.Necrotic	DAMAGE:6d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.309
Rend	KEY:Creature ~ Nalfeshnee ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.310
Claw	KEY:Creature ~ Night Hag ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.311
Hooves	KEY:Creature ~ Nightmare ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.311
Rapier	KEY:Creature ~ Noble ~ Rapier	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.312
Pseudopod	KEY:Creature ~ Ochre Jelly ~ Pseudopod	TYPE:Weapon.Natural.Melee.Acid	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.312
Greatclub	KEY:Creature ~ Ogre ~ Greatclub	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.312
Javelin	KEY:Creature ~ Ogre ~ Javelin	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	RANGE:30	FACT:ShortRange|30	FACT:LongRange|120	SOURCEPAGE:SRD 5.2.1, p.312
Claw	KEY:Creature ~ Oni ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d12	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.312
Nightmare Ray	KEY:Creature ~ Oni ~ Nightmare Ray	TYPE:Weapon.Natural.Ranged.Psychic	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.312
Bite	KEY:Creature ~ Otyugh ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.313
Tentacle	KEY:Creature ~ Otyugh ~ Tentacle	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.313
Rend	KEY:Creature ~ Owlbear ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.313
Hooves	KEY:Creature ~ Pegasus ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.313
Bite	KEY:Creature ~ Phase Spider ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.313
Dagger	KEY:Creature ~ Pirate ~ Dagger	TYPE:Weapon.Natural.Melee.Thrown.Ranged.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:20	FACT:ShortRange|20	FACT:LongRange|60	SOURCEPAGE:SRD 5.2.1, p.314
Rapier	KEY:Creature ~ Pirate Captain ~ Rapier	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.314
Pistol	KEY:Creature ~ Pirate Captain ~ Pistol	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	RANGE:30	FACT:ShortRange|30	FACT:LongRange|90	SOURCEPAGE:SRD 5.2.1, p.314
Bite	KEY:Creature ~ Pit Fiend ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.314
Devilish Claw	KEY:Creature ~ Pit Fiend ~ Devilish Claw	TYPE:Weapon.Natural.Melee.Necrotic	DAMAGE:4d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.314
Fiery Mace	KEY:Creature ~ Pit Fiend ~ Fiery Mace	TYPE:Weapon.Natural.Melee.Force	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.314
Radiant Sword	KEY:Creature ~ Planetar ~ Radiant Sword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|12	BONUS:WEAPON|DAMAGE|7	SOURCEPAGE:SRD 5.2.1, p.315
Mace	KEY:Creature ~ Priest Acolyte ~ Mace	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.316
Radiant Flame	KEY:Creature ~ Priest Acolyte ~ Radiant Flame	TYPE:Weapon.Natural.Ranged.Radiant	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	SOURCEPAGE:SRD 5.2.1, p.316
Mace	KEY:Creature ~ Priest ~ Mace	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.316
Radiant Flame	KEY:Creature ~ Priest ~ Radiant Flame	TYPE:Weapon.Natural.Ranged.Radiant	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	SOURCEPAGE:SRD 5.2.1, p.316
Bite	KEY:Creature ~ Pseudodragon ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.316
Bite	KEY:Creature ~ Purple Worm ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.316
Tail Stinger	KEY:Creature ~ Purple Worm ~ Tail Stinger	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|9	SOURCEPAGE:SRD 5.2.1, p.316
Rend	KEY:Creature ~ Quasit ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.317
Cursed Touch	KEY:Creature ~ Rakshasa ~ Cursed Touch	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.317
Rend	KEY:Creature ~ Red Dragon Wyrmling ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.318
Rend	KEY:Creature ~ Young Red Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.318
Rend	KEY:Creature ~ Adult Red Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.318
