# CVS $Revision: $ $Author: $ -- Tue Dec 15 01:48:08 2015 -- reformated by PCGen PrettyLST v6.06.00
SOURCELONG:Remarkable Races: Compendium of Unusual PC Races, Pathway to Adventure Edition	SOURCESHORT:RR	SOURCEWEB:http://www.alluriapublishing.net/compendium-p.htm	SOURCEDATE:2009-01
# Original Entry by Andrew Maitland

# Abolisher
# Ability Name			Unique Key							Category of Ability		Type													Description																																																																																																																																																																																			Source Page
Impossible Odds				KEY:Warrior Philosopher ~ Impossible Odds				CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Extraordinary	DESC:At 7th level, once per day, when a warrior philosopher rolls a natural 1 to hit, the roll is instead considered to be a natural 20. This does not apply if he was using any dice other than a d20 to hit.																																																																																																																																																																								SOURCEPAGE:p.100
Perfect Attack				KEY:Warrior Philosopher ~ Perfect Attack				CATEGORY:Special Ability	TYPE:Warrior Philosopher Class Feature.SpecialQuality.Extraordinary	DESC:At 9th level, once per day, a warrior philosopher may consider one attack to be a natural 20 (if he announces this before the attack is rolled) or maximum damage (if he announces this before the damage is rolled).																																																																																																																																																																						SOURCEPAGE:p.100

#CLASS:Zubit				SOURCEPAGE:p.102
Weapon and Armor Proficiency		KEY:Zubit ~ Weapon and Armor Proficiency				CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality						DESC:Zubbits are proficient with all simple and martial weapons, with light and medium armor, and with all shields.																																																																																																																																																																																							SOURCEPAGE:p.102
Armor of the Heart			KEY:Zubit ~ Armor of the Heart					CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality.Supernatural				DESC:At 1st level, the zubbit gains a +1 dodge bonus to AC, and a +1 moral bonus to Fortitude and Reflex saving throws while wearing light or medium armor. This bonus increases by +1 at 4th, 7th, and 10th level.																																																																																																																																																																							SOURCEPAGE:p.102
Inspiring Aura				KEY:Zubit ~ Inspiring Aura						CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality.Supernatural				DESC:Also at 1st level, the zubbit's allies gain a +1 morale bonus to attack rolls when standing adjacent to him. At 6th level, this effect extends out to a 10-foot radius.																																																																																																																																																																														SOURCEPAGE:p.102
Claws of the Meek				KEY:Zubit ~ Claws of the Meek						CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality.Supernatural				DESC:At 2nd level, whenever you are wielding a simple or martial melee weapon that is both mundane and non-magical, you gain a +1 enhancement bonus to hit and damage rolls with that weapon. This bonus increases by +1 at 5th and 8th level. A mundane weapon is one that costs the same or less than those listed in the equipment section of the Pathfinder Roleplaying Game core rulebook and has no special bonuses related to design, material, or enchantment.																																																																																																																															SOURCEPAGE:p.102
Leaping Step				KEY:Zubit ~ Leaping Step						CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality.Extraordinary				DESC:At 3rd level, the mogogol may make a 10-foot step, which is the same as a 5-foot step except that the distance traveled is 10 feet. This step must be in a straight line.																																																																																																																																																																													SOURCEPAGE:p.102
Courageous Aura				KEY:Zubit ~ Courageous Aura						CATEGORY:Special Ability	TYPE:Zubit Class Feature.SpecialQuality.Supernatural				DESC:Starting at 4th level, the zubbit's allies gain a +4 morale on savings throws versus fear effects when standing adjacent to him. At 9th level, this effect extends out to a 10-foot radius.																																																																																																																																																																										SOURCEPAGE:p.102
